id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10210698,Huge studio is available,52463800,Onkar,,Aspley,-27.3665993,153.0269225,Entire home/apt,100,1,75,2025-10-25,2.65,1,3,17,
10319607,John’s City Pad,49835961,John,,Fortitude Valley,-27.4565662,153.0317191,Entire home/apt,139,2,31,2025-11-02,1.17,1,64,22,
10342156,"Lucy's - Private, Almost Hidden in the Green Space",5200189,Sue,,West End,-27.48304,153.00756,Entire home/apt,,5,216,2025-09-06,1.82,1,7,13,
10392297,2 Bedroom 2 Bathroom apartment with View,51963189,Angela,,Newstead - Bowen Hills,-27.4478,153.0349,Entire home/apt,268,2,81,2025-07-04,0.92,12,247,2,
10395426,Riverside Cottage,53400874,Linda,,Karana Downs,-27.55412,152.8205,Entire home/apt,81,7,78,2025-07-29,0.66,1,0,7,
10412538,2 Bedroom River View Apartment,53621006,Shakira,,Brisbane City,-27.46952,153.01998,Entire home/apt,,1,125,2025-07-20,1.05,2,355,1,
10417292,Spacious modern double-story well situated home,53652632,Kirsty,,Camp Hill,-27.48507,153.08634,Private room,78,7,19,2025-09-09,0.16,1,283,2,
10420453,Studio Apartment,52437226,Robin,,Kedron - Gordon Park,-27.41238,153.02634,Entire home/apt,,1,265,2025-10-09,2.24,1,0,23,
10439868,Bardon private guest suite 10min CBD (sleeps 3).,5974651,Patti,,Bardon,-27.45026,152.98556,Entire home/apt,113,3,47,2025-10-02,0.41,1,64,7,
10498994,安静 干净 出行方便,39975197,Lily,,Rocklea - Acacia Ridge,-27.55513,153.01679,Private room,138,1,0,,,1,365,0,
10604439,"Penthouse studio, relax - your own rooftop balcony",9158379,Flasta,,South Brisbane,-27.483686447143555,153.02978515625,Entire home/apt,173,1,1130,2025-11-05,9.46,1,91,133,
11089261,Curlew Corner Cowan Cowan,30558520,Paula,,Moreton Island,-27.12795,153.36588,Entire home/apt,,2,5,2025-10-21,0.05,31,0,2,
11120987,SouthBank Parklands & City. Nice apartment,48206443,Maria,,South Brisbane,-27.47128,153.01611,Entire home/apt,211,1,136,2025-10-29,1.22,8,59,15,
11207986,Luxury Waterfront 3BR Apartment,47011567,Margo,,Kangaroo Point,-27.46718,153.0365,Entire home/apt,363,2,373,2025-11-10,3.19,1,228,55,
11282749,Cockatoo's Rest Bed & Breakfast,16759451,Meryl,,Enoggera Reservoir,-27.44867,152.92868,Entire home/apt,,2,127,2025-04-12,1.08,1,0,8,
11343166,"Nundah pool-side holiday, two single beds",22100019,Brenda,,Nundah,-27.40775,153.0574,Private room,,2,375,2025-03-05,3.19,1,0,13,
11408052,Modern Studio Apt | Central location | Fast Wi-Fi,2887711,David,,Newstead - Bowen Hills,-27.45186,153.03242,Entire home/apt,,4,17,2025-02-21,0.32,1,0,2,
11442338,The Hidden Flower: A Spacious Poolside Abode,519005019,Rudi And Ish,,Auchenflower,-27.4769,152.99632,Entire home/apt,168,3,102,2025-07-31,0.87,38,329,7,
11601274,"Self contained . Bedroom, lounge &kitchenette",58419132,Aaneta,,Wishart,-27.54872,153.1064,Entire home/apt,133,7,0,,,1,179,0,
11605664,Unwind and relax,61349202,Jason,,Bald Hills,-27.30665,153.0155,Private room,250,1,1,2016-04-19,0.01,1,365,0,
11608122,Ground floor studio with access to patio.,27727175,Storm,,Moorooka,-27.52883529663086,153.02272033691406,Private room,100,4,75,2025-11-02,0.64,2,167,13,
11639606,Milton Mews Red Studio. Auchenflower. Pets,4206298,Jennifer,,Auchenflower,-27.47222,152.98909,Entire home/apt,130,28,10,2025-06-21,0.09,20,332,1,
11656885,南北通透交通便利独栋,50353108,Rosy,,Macgregor (Qld),-27.55306,153.06938,Private room,95,1,21,2024-10-06,0.55,2,314,0,
11741632,Bardon Luxury Garden Apartment,62449319,Elizabeth,,Bardon,-27.45992,152.98837,Entire home/apt,223,2,237,2025-10-18,2.03,1,303,33,
11989216,"Spacious Hideaway Retreat, Pool , Spa,  Acreage",46505576,Brookfield Retreat,,Brookfield - Kenmore Hills,-27.51128,152.92249,Entire home/apt,906,3,200,2025-10-26,1.71,5,190,14,
11993112,One Bedroom Apartment at Pegasus Hamilton,64123007,Pegasus Motor Inn,,Ascot,-27.43339,153.07085,Entire home/apt,228,1,47,2025-07-19,0.73,2,357,6,
12086853,Master bedroom 5kmCBD (AIRPORT),37444252,Renee And Kylie,,Wooloowin - Lutwyche,-27.4167,153.04759,Private room,150,7,0,,,1,358,0,
12121033,EbbFlow Bayside Retreat close to port Bay and CBD,62328794,Julieann,,Wynnum,-27.4334,153.16259,Entire home/apt,159,3,53,2025-10-27,1.25,1,135,14,
12157469,Island Retreat,65288413,Page,,Moreton Island,-27.35446,153.41939,Entire home/apt,504,3,45,2025-09-25,0.39,1,11,3,
12174938,Private bedroom with own bathroom and AC.,65410155,Sara And Carl,,Morningside - Seven Hills,-27.47227,153.07243,Private room,,2,164,2025-10-26,1.41,1,8,3,
12235438,Moreton Island Studio On the Esplanade Kooringal,5314474,Di  (Property Manager),,Moreton Island,-27.347339,153.421215,Entire home/apt,250,2,57,2025-09-27,0.53,1,297,2,
12252426,"""The Birdcage"" Cowan Cowan",30558520,Paula,,Moreton Island,-27.12733,153.3661,Entire home/apt,,5,2,2023-03-26,0.03,31,0,0,
12291669,Modern Eco Tiny House,21988677,Sarah,,Yeronga,-27.51423,153.02389,Entire home/apt,131,4,132,2025-10-31,1.14,1,294,17,
12293704,"Self contained unit, with 1 car space",20247203,Helen,,Woolloongabba,-27.48869,153.03071,Entire home/apt,224,5,11,2018-03-24,0.09,1,93,0,
12396395,Spacious and conveniently located granny flat,24532283,Trent,,Sunnybank Hills,-27.58465,153.05333,Entire home/apt,134,4,162,2025-09-29,1.39,2,46,13,
12411093,1 Bedroom Suite - Lift access,67032853,Zhao,,Hamilton (Qld),-27.43573,153.07171,Entire home/apt,264,1,8,2019-07-06,0.07,3,0,0,
12436472,Annexe Apartments 2 Bedroom Apartment with balcony,67281483,Shouyi,,Newstead - Bowen Hills,-27.446821,153.030182,Entire home/apt,290,1,538,2025-11-11,5.34,6,150,84,
12496864,Self-contained Apartment with Wonderful River View,50845468,Fiona,,Auchenflower,-27.47955,152.99823,Private room,290,3,3,2018-11-20,0.03,19,56,0,
12496950,Spacious 2 BR Apt with Amazing Views,50845468,Fiona,,Toowong,-27.47935,152.99607,Entire home/apt,239,4,10,2025-09-17,0.09,19,57,1,
12686051,Beautiful room/s in a gorgeous Queenslander!,10050172,Annie,,Red Hill (Qld),-27.45264,152.99594,Private room,114,3,148,2025-11-07,1.31,1,124,29,
12742193,Hawthorne Hill Getaway,69305054,Sam,,Hawthorne,-27.46787,153.06254,Entire home/apt,200,4,113,2025-11-10,2.10,1,0,20,
12783747,Quiet Retreat,25720924,Kate,,Kedron - Gordon Park,-27.40926,153.03052,Private room,69,5,15,2025-10-09,0.13,1,61,4,
12785380,Comfy Cottage Auchenflower,9411528,Ian,,Auchenflower,-27.47577,152.99927,Entire home/apt,340,2,2,2016-07-26,0.02,2,363,0,
12798649,studio close to city and airport,69725156,Ya Wen (Lily),,Wavell Heights,-27.39853,153.04031,Private room,78,2,327,2025-11-09,2.85,1,326,44,
12799584,Hawthorne on The Park,5216014,Michael,,Hawthorne,-27.46409,153.06197,Entire home/apt,197,1,322,2025-10-30,2.83,4,175,27,
12860658,Comfortable private apartment South Brisbane,70298638,Marilyn,,Kangaroo Point,-27.48212,153.0392,Entire home/apt,,2,218,2025-07-06,1.89,1,0,12,
13064069,Penthouse Cabin in resort-style Holiday Park,56413524,Brisbane Holiday Village,,Eight Mile Plains,-27.5693,153.09377,Entire home/apt,390,4,11,2023-05-29,0.10,2,276,0,
13102308,Stylish Queenslander Home with Pool,42353716,Paul,,Kelvin Grove - Herston,-27.443,153.01258,Entire home/apt,701,14,2,2016-10-02,0.02,1,35,0,
13130310,Living the Dream,29618609,Peter,,Kangaroo Point,-27.47009,153.03796,Private room,,2,195,2025-03-30,1.70,4,0,2,
13145145,"2BD Unit in Milton near CBD, businesses, hospitals",71667105,Jan,,Paddington - Milton,-27.47465,153.00339,Entire home/apt,177,2,383,2025-10-10,3.39,1,240,43,
13163367,Keeping Cool on Connor,73511490,David James,,Fortitude Valley,-27.4557,153.03725,Entire home/apt,,1,47,2025-07-22,0.43,7,326,3,
13163381,Round About Bulimba,73511490,David James,,Bulimba,-27.45298,153.06107,Entire home/apt,,1,35,2025-05-05,0.31,7,0,1,
13163383,Oxford Steps,73511490,David James,,Bulimba,-27.45143,153.05546,Entire home/apt,226,1,34,2024-10-19,0.31,7,318,0,
13268334,3 Bd Relaxing Retro Apartment on the River,74743976,Lyn,,West End,-27.48949,153.00578,Entire home/apt,495,30,64,2022-11-28,0.56,1,160,0,
13317559,Kilbirnie,75293787,Ian,,Wavell Heights,-27.39389,153.05576,Entire home/apt,85,1,718,2025-10-27,6.70,2,303,106,
13348043,Central Cottage - Beautiful home Toowong Brisbane,34883700,Caroline,,Toowong,-27.48926,152.98919,Entire home/apt,249,3,143,2025-10-07,1.26,1,187,14,
13353266,The Moreton Mansion - Tangalooma- Moreton Island,75712331,Kirsten,,Moreton Island,-27.17983,153.37675,Entire home/apt,1343,2,109,2025-11-08,0.98,1,185,18,
13455112,Milton Mews Blue Studio. Auchenflower. Pets,4206298,Jennifer,,Auchenflower,-27.47322,152.98918,Entire home/apt,130,28,18,2025-04-24,0.23,20,288,5,
13714994,Self contained unit close to transport and shops,80119079,David,,Kedron - Gordon Park,-27.4133,153.0332,Entire home/apt,135,2,137,2025-10-21,1.20,1,345,9,
13779324,MORDEN HOUSE WITH A HEATED SWIMMING POOL,78568846,Shaz,,Moorooka,-27.54022,153.01484,Entire home/apt,334,70,119,2024-11-27,1.06,2,321,1,
13823504,Bespoke Beauty Blissful Bardon character and charm,18174526,Dominique,,Bardon,-27.46546,152.98451,Entire home/apt,550,7,15,2025-06-15,0.14,8,59,6,
13849413,Peaceful inner-city apartment,9896884,Anna,,Paddington - Milton,-27.46464,153.00128,Entire home/apt,,1,34,2025-09-25,1.18,1,0,10,
13902813,Keona Grove Home,82422084,Claire,,McDowall,-27.39078,152.98637,Entire home/apt,256,3,140,2025-10-06,1.24,3,299,16,
13916278,"Your own garden cottage, handy to everything",11053273,Gabrielle And David,,Mitchelton,-27.41789,152.97425,Entire home/apt,103,3,133,2025-10-20,1.18,1,173,31,
13961464,City Stay-Executive 1.5 Bedroom,83183834,John,,Newstead - Bowen Hills,-27.4517008,153.0354542,Entire home/apt,157,21,0,,,1,224,0,
13980730,Malabar,83400613,Carolyn,,Wynnum West - Hemmant,-27.44614,153.15543,Entire home/apt,90,2,181,2025-10-23,1.65,1,346,16,
14030944,The Terrace 4 Bedroom upstairs apartment,48848739,Helen,,Wynnum,-27.4367,153.16186,Entire home/apt,251,4,134,2025-11-02,1.19,3,302,16,
14100373,Tropical Oasis in Kangaroo Point,29618609,Peter,,Kangaroo Point,-27.47008,153.03853,Entire home/apt,166,30,482,2025-10-26,4.36,4,187,10,
14125893,1BD Entire Garden view Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.47888,152.99648,Entire home/apt,194,5,34,2025-07-04,0.30,19,135,2,
14126999,2BD Entire Garden view Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.48046,152.99803,Entire home/apt,258,5,14,2023-07-20,0.13,19,323,0,
14170274,2 BR Apt with Amazing Views,50845468,Fiona,,Toowong,-27.48047,152.99626,Entire home/apt,242,3,28,2024-04-13,0.25,19,210,0,
14267606,Edward Lodge Bed & Breakfast - Charming Double RM,84367375,Phillip,,New Farm,-27.46949,153.04739,Private room,251,1,41,2025-03-15,0.36,5,348,2,
14477819,Master bedroom with Ensuite (in shared 2br unit),9885274,Stefano,,Brisbane City,-27.47156,153.02695,Private room,113,3,175,2025-11-08,1.57,2,12,69,
14479632,Quality and comfort near Lone Pine Koala Sanctuary,88049718,Barry & Lynn,,Fig Tree Pocket,-27.529114,152.96701,Entire home/apt,292,2,107,2024-09-09,1.03,3,91,0,
14505781,Classic Queenslander in Manly.,71378257,Libby,,Manly - Lota,-27.45518,153.18134,Entire home/apt,,5,6,2024-12-26,0.06,1,0,1,
14507243,Lovely one bedroom flat in Bayside Manly West,6827327,Claudia,,Manly West,-27.47389,153.16413,Entire home/apt,87,4,163,2025-10-23,1.45,1,294,25,
14636991,"Lone Pine Lodge - great for family, groups",5989897,Kate,,Ashgrove,-27.43213,152.98954,Entire home/apt,208,2,138,2025-10-13,1.24,3,299,20,
14674411,Private Greenslopes house 2Bdr for you to enjoy!,85980641,Carolyn,,Holland Park,-27.51304,153.05471,Entire home/apt,201,2,32,2025-09-27,1.41,1,59,17,
14780649,Gorgeous & Convenient Apartment,44158957,Angela,,East Brisbane,-27.4799,153.04146,Private room,112,1,97,2025-10-24,0.96,2,67,22,
14795531,南北通透交通便利独栋,50353108,Rosy,,Salisbury - Nathan,-27.55269,153.0676,Private room,95,1,11,2024-05-18,0.27,2,314,0,
14850843,Quiet home 30 minutes drive from gold coast,24969474,Yohana,,Sunnybank Hills,-27.59525,153.06292,Private room,76,1,25,2020-03-09,0.26,3,0,0,
14901302,"Relaxing, comfortable and safe!",12254267,Jise,,The Gap,-27.42867,152.93864,Private room,89,3,19,2025-10-29,0.25,1,360,10,
14935092,Riverside Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.47973,152.9984,Entire home/apt,237,4,16,2024-07-21,0.15,19,323,0,
14939552,Lambert House - Lower Level,4206298,Jennifer,,Kangaroo Point,-27.47583,153.03824,Entire home/apt,350,28,6,2024-09-20,0.07,20,194,0,
14987546,SOUTH BANK - IN THE HEART OF SOUTH BRISBANE,94468198,Helen King,,South Brisbane,-27.48054,153.02279,Entire home/apt,185,1,786,2025-11-02,7.06,5,194,90,
15009089,Spare bedroom & bathroom in relaxing neighbourhood,67279529,Julian,,Grange,-27.42158,153.02154,Private room,34,2,43,2022-03-06,0.43,1,104,0,
15070868,The Hawthorne,5216014,Michael,,Hawthorne,-27.46448,153.06179,Entire home/apt,820,1,21,2025-10-11,0.19,4,151,1,
15075090,Peaceful Retreat,61481611,Jennifer,,Upper Mount Gravatt,-27.55092,153.08899,Private room,1030,7,33,2025-03-31,0.30,3,112,1,
15075550,Peaceful Haven,61481611,Jennifer,,Upper Mount Gravatt,-27.55174,153.08916,Private room,,2,20,2025-01-05,0.18,3,39,1,
15114617,"5 Min walk to GPH! Private, ground floor Apartment",3418278,Julia,,Greenslopes,-27.510089874267578,153.0469207763672,Entire home/apt,150,2,237,2025-11-02,2.16,1,112,35,
15185569,Keona Grove Home 2,82422084,Claire,,McDowall,-27.39049,152.98587,Entire home/apt,256,3,173,2025-10-17,1.59,3,268,20,
15209419,Spacious 1 bed  flat near Uni with courtyard,94260933,Fiona,,St Lucia,-27.50351,153.00403,Entire home/apt,83,2,137,2025-10-30,1.24,1,137,24,
15221022,"Queen Room 3 in Kelvin Grove, Close to City",61842905,David,,Kelvin Grove - Herston,-27.4508,153.00913,Private room,65,1,268,2025-09-15,2.43,3,209,8,
15277102,Massive  Apartment Atop Bowen Hills cls CBD Valley,18703326,Alan,,Newstead - Bowen Hills,-27.44526,153.03994,Entire home/apt,403,2,37,2023-12-11,0.34,4,15,0,
15291511,Queenslander in the Green!,32526311,Josephine,,Sherwood,-27.53522,152.97725,Entire home/apt,97,4,175,2025-11-01,1.63,2,83,16,
15317033,"Lovely unit, close to train, airport and shopping",94092712,Adam,,Nundah,-27.40319,153.06615,Entire home/apt,186,3,65,2025-06-30,0.93,1,172,18,
15329930,1BR city apartment close to everything,97711994,Lisa,,Brisbane City,-27.46628,153.01575,Entire home/apt,124,1,834,2025-10-21,7.53,1,167,65,
15345082,Golf Course and inner city living.,35746239,Michelle,,The Gap,-27.44321,152.95673,Private room,162,7,0,,,1,178,0,
15358935,Studio apartment in the heart of Graceville,1235417,Leanne,,Chelmer - Graceville,-27.52257,152.9847,Entire home/apt,81,4,150,2025-11-08,1.37,1,294,21,
15424194,"Large modern room, Queen bed, 5k's to CBD",14568078,Mark And Gayle,,Cannon Hill,-27.46475,153.08373,Private room,101,1,459,2025-11-09,4.20,1,258,79,
15514165,EV Charger Modern Elegant Cottage 4Br PA Hospital,4458068,Jemma,,Annerley,-27.51539,153.02768,Entire home/apt,257,1,629,2025-10-19,5.79,2,258,54,
15535836,"Peaceful Quiet, 2 Bedroom Guest House",99937486,Dawn,,Darra - Sumner,-27.56301,152.92906,Entire home/apt,158,4,127,2025-10-16,1.15,1,210,22,
15554700,Perfectly Central 2 Bedroom Apartment & Office,72422081,David,,Fortitude Valley,-27.45468,153.03193,Entire home/apt,159,1,337,2025-10-26,3.17,1,277,79,
15557139,Lovely room for rent in a shared house,78546298,Ammar,,Enoggera,-27.41653,152.99636,Private room,148,1,1,2024-10-06,0.07,1,89,0,
15565085,Moreton View @ Tangalooma,30558520,Paula,,Moreton Island,-27.1789079,153.3749462,Entire home/apt,,2,44,2025-08-17,0.41,31,0,4,
15617488,"Spacious, modern and quiet St Lucia townhouse",15497035,Melissa,,St Lucia,-27.49569,152.99666,Entire home/apt,146,7,55,2025-09-30,0.50,1,167,12,
15634867,Charming studio with modern conveniences,100826481,Christine,,Wilston,-27.43093,153.02291,Entire home/apt,126,7,328,2025-11-05,3.02,1,337,31,
15650592,"Walk to waterfront, Yacht club and Manly Village",11675638,Jennifer,,Manly - Lota,-27.46515,153.18999,Entire home/apt,129,3,7,2025-10-20,0.06,1,36,6,
15688517,Best Views in Brisbane - why stay in the city?!?!,1331504,Sharyn,,Wynnum,-27.43837,153.17452,Private room,110,1,163,2025-08-30,1.58,1,225,8,
15735910,Architecturally designed house,101482451,Melanie,,Clayfield,-27.40974,153.05194,Entire home/apt,,5,45,2024-12-31,0.42,1,0,1,
15763986,Modern Riverside Apartment,101930591,Tania,,Hamilton (Qld),-27.44006,153.06729,Entire home/apt,321,5,40,2025-09-06,0.36,1,115,7,
15838654,Cosy room with walkable distance to Garden city!,102577451,Shelia,,Macgregor (Qld),-27.56968,153.07686,Private room,70,5,36,2025-09-24,0.34,5,8,5,
15846606,Peaceful Dreams,61481611,Jennifer,,Upper Mount Gravatt,-27.55064,153.08785,Private room,507,2,15,2024-05-28,0.14,3,314,0,
15860236,Waterfront CBD Prestige Apartment 2 bedroom,72381646,Mez,,Fortitude Valley,-27.46173,153.03282,Entire home/apt,298,2,169,2025-10-19,1.55,1,209,19,
15877701,Bright Queenslander with pool & modern extension,37737918,Michael,,Mitchelton,-27.40567,152.9741,Entire home/apt,675,6,21,2025-01-03,0.19,1,15,1,
15990056,One Bedroom Self-contained Apartments,50845468,Fiona,,Toowong,-27.48099,152.99693,Entire home/apt,970,10,4,2023-11-07,0.08,19,56,0,
16020269,Lovely Summit Apartment - City & River Views,79599361,Ken,,Spring Hill,-27.46195,153.02206,Entire home/apt,161,10,92,2025-10-14,0.85,1,151,11,
16032325,"Comfy , Quiet and convenient. Gregg's on Birdwood.",82219625,Gregg,,Holland Park West,-27.52205,153.05525,Entire home/apt,96,1,400,2025-11-05,5.55,1,53,67,
16032624,Home amongst the gum trees in Pullenvale,104307097,Annette,,Pinjarra Hills - Pullenvale,-27.53038,152.89938,Entire home/apt,144,1,315,2025-11-01,2.89,1,129,28,
16070608,"Best bedding, private bathroom with Bath Shower",104693712,Mark And Michelle,,Cannon Hill,-27.464485,153.090134,Private room,86,1,290,2025-11-08,2.69,1,69,55,
16071428,Quiet Inner City Brisbane Getaway,3744656,Leonie,,Red Hill (Qld),-27.45474,153.00821,Entire home/apt,124,2,103,2025-10-03,0.95,1,19,5,
16086892,Central Coastal Studio Apartment with Pool View,86996821,Maeva,,Fortitude Valley,-27.459656838993673,153.032053001225,Entire home/apt,131,1,46,2025-09-29,2.17,4,280,27,
16125086,BEAUTIFUL APARTMENT IN THE HEART OF BRISBANE CITY,29022254,Sarah,,Brisbane City,-27.46421,153.02869,Entire home/apt,,3,110,2024-07-04,1.07,2,0,0,
16139344,A good sized cozy room,105299697,Sarah,,Toowong,-27.48497,152.98965,Private room,180,30,0,,,1,268,0,
16190348,Stylish one bedroom unit - all amenities / netflix,130544581,Ace,,Paddington - Milton,-27.46878,153.00445,Hotel room,191,3,219,2025-10-27,2.02,1,132,8,
16242938,Peaceful 2 bed  Riverfront unit,351085023,Carol,,Taringa,-27.4898,152.99351,Entire home/apt,,50,7,2024-12-31,0.15,2,0,1,
16258259,"Beautiful house , 5 mins walk to kuraby station",106312796,Rina,,Kuraby,-27.60583,153.09836,Private room,,1,0,,,1,364,0,
16260145,Tangalooma Villa19 Beachfront Villa Moreton Island,106331061,Beth,,Moreton Island,-27.17545,153.37324,Entire home/apt,265,3,43,2024-04-19,0.42,1,105,0,
16273178,Baybliss on Moreton Bay,46029477,Zoe,,Wynnum,-27.4398,153.17252,Entire home/apt,205,2,116,2025-09-27,1.85,1,96,23,
16277121,Deluxe Guest Room | The Point Brisbane Hotel,106463675,Aaron,,Kangaroo Point,-27.47437,153.03748,Private room,342,1,279,2025-09-01,2.75,2,228,19,
16288460,"Secure, spacious apartment on Brisbane’s CBD edge",17462702,Craig,,Spring Hill,-27.46322,153.02605,Private room,117,3,126,2025-11-09,1.17,1,296,38,
16300692,Convenient Modern 2 Bedroom/2 Bathroom plus pool,9061782,Helene,,Kangaroo Point,-27.48288,153.03127,Entire home/apt,147,7,87,2025-07-24,0.81,1,273,12,
16371451,Sophisticated Brisbane Stay | Huge Deck & Garden,27765883,Fergus,,Coorparoo,-27.50005,153.05301,Entire home/apt,540,2,3,2025-11-10,2.81,2,17,3,
16416673,Spacious 4 Bedroom House - Walk to Southbank,6109810,Tami,,Woolloongabba,-27.48877,153.02936,Entire home/apt,446,6,344,2025-10-14,3.19,1,53,17,
16422236,Home away from home,107648492,Stu,,Mansfield (Qld),-27.53021,153.10703,Entire home/apt,938,30,22,2025-02-10,0.21,1,333,6,
